396,1,"Es ist wie immer Erst hat der Superhorst keinen blassen Schimmer, was in seinen Behörden eigentlich passiert - dann kommt das leere Versprechen nach umfassender Aufklärung. Dieser Treppenwitz von einem Minister war vom ersten Amtstage maßlos überfordert - und von da an ging es bergab. Die CSU in Berlin ebenso fehl am Platz, wie eine AKK. Provinzler haben im richtigen politischen Leben einfach nichts verloren. Schickt sie endlich zurück in ihre kleine Provinz.",,,,,,,,,,,,
397,0,"Aber Weiter jeden ungeprüft in unser Land lassen. So wie Frau Merkel es will..kein Mensch weiß, wer bereits alles hier ist und warum.",,,,,,,,,,,,,
398,0,"Da sitze auch gute Menschen, die was Gutes tun wollten.",,,,,,,,,,,,,
399,0,"Nach solchen Schlagzeilen ist die Empörung immer groß da wird wie immer viel versprochen-Bevölkerung beruhigen und dann passiert wie immer nichts,warten bis die Sache im Sand verläuft und sich dann wundern wenn die Menschen immer mehr das Vertrauen in die Politik verlieren.",,,,,,,,,,,,,
400,0,Sehr geehrter Herr Schweitzer natürlich gibt es eine Statistik aber diese wird nie veröffentlicht auf Anweisung vom damaligen Innenminister de Maiziere ICH DENKE KOMMENTAR ABGELEHNT WEIL ES DIE WAHRHEIT IST,,,,,,,,,,,,,,
401,0,Die Bevölkerung muss leiden weil etliche Parteien es verbocken.,,,,,,,,,,,,,,
402,0,Jeder darf rein ins Sozialsystem. Und ums Migranten in Zukunft gesetzlich einfacher zu machen unterschreibt die CDU/CSU mit der SPD und natürlich der FDP und natürlich den Linken und Grünen den Migrationspakt. Alle wollen wie es ausschaut ein weiter so. Das ist einfach Realität und nicht zu leugnen,,,,,,,,,,,,,,
403,0,Unglaubliches Staatsversagen,,,,,,,,,,,,,,
404,1,"Nun wird die Tragweite der katastrophalen Fehlentscheidung unserer Kanzlerin im Herbst 2015 immer offensichtlicher. Wer seine Grenzen nicht mehr schützen kann oder will, kann oder will auch sein Volk nicht mehr schützen. Und wer sein Volk nicht mehr schützen kann oder will, hat auch keine Legitimation mehr dieses Volk zu regieren. Frau Merkel hat mit ihrer rechts-und gesetzeswidrigen Grenzöffnung für eine nie da gewesene illegale Masseneinwanderung dem deutschen Volk einen irreparablen Schaden zugefügt und kein Politiker der CDU hat das Rückrat, ihren Rücktritt zu fordern.",,,,,,,,,,,
405,1,1.Straftat = Ausweisung!,,,,,,,,,,,,,,
406,1,"Wann werden Mädchen gescheit , es ist ja nicht die erste Frau , das erste Mädchen trotzdem haben die Mädchen keine Scheu , sich immer wieder mit Männern aus gewissen Ethnien abzugeben .",,,,,,,,,,,
407,1,"Wann werden Mädchen gescheit , es ist ja nicht die erste Frau , das erste Mädchen trotzdem haben die Mädchen keine Scheu , sich immer wieder mit Männern aus gewissen Ethnien abzugeben . Trotz besserem Wissens besteht eindeutig Gefahr für Frauen und Mädchen .",,,,,,,,,,,
408,0,"Dann hat der Tunesier erreicht was er wollte. Er wird nicht abgeschoben, niemals. Nach Verbüßung der Haftstrafe wird er aus Gründen die an den Haaren herbeigezogen sind, weil er sich in seiner Heimat Tunesien nicht mehr zurechtfindet, zum Verbleib in Deutschland ermuntert. Die einheimische Bevölkerung ist den Gesetzen und den Gesetzlosen schutzlos ausgeliefert.",,,,,,,,,,,
409,1,"Es sind die selbst erhobenen moralischen Ansprüche und Maßstäbe, die ein ordnungsgemäßes Handeln im Sinne der Regierenden und Täter verhindern. Erstere verstecken sich dahinter, um unschöne Bilder, die negativ auf die eigene Karriere wirken könnten, zu vermeiden. Letztere verlachen den schwachen Staat, der sich allen ernstes als wehrhafte Demokratie+Rechtsstaat verkaufen möchte, bzw. nutzen ihn aus.",,,,,,,,
411,1,"Messer Mord Ein Polizei bekannter Tunesier tötet seine Freundin, er war geduldet. Diebstahl, Drogen, Gewalt, welchen Nutzen hat Deutschland von diesem Migranten, die angeblich Schutz suchen?",,,,,,,,,
412,1,"das schlimme ist diese Tat ist nur noch als Randnotiz veröffentlicht, wir gewöhnen uns jetzt so langsam an diese Verhältnisse, das ist politisch gewollt und ich muss sagen, diese Politiker der Etablierten Parteien haben Erfolg, wir stumpfen ab, gerade deshalb ist die AFD so wichtig, die wenigstens die Finger in die Wunden legt und immer wieder gegen diese Asylpolitik angeht. Was macht ein Tunesier hier im Land, ach ja, schon eine lange Liste von Straftaten und jetzt als Höhepunkt Mord, tolle Karriere, solche Leute wollen die Grünen auch nicht abschieben, in Ihrem Land ist es ja so heiß, da kann man nur Urlauber hinreisen lassen.",,
413,0,"das schlimme ist diese Tat ist nur noch als Randnotiz veröffentlicht, wir gewöhnen uns jetzt so langsam an diese Verhältnisse, das ist politisch gewollt und ich muss sagen, diese Politiker der Etablierten Parteien haben Erfolg, wir stumpfen ab, gerade deshalb ist die AFD so wichtig, die wenigstens die Finger in die Wunden legt und immer wieder gegen diese Asylpolitik angeht.",,,,,,,,
414,0,"Was macht ein Tunesier hier im Land, ach ja, schon eine lange Liste von Straftaten und jetzt als Höhepunkt Mord, tolle Karriere, solche Leute wollen die Grünen auch nicht abschieben, in Ihrem Land ist es ja so heiß, da kann man nur Urlauber hinreisen lassen.",,,,,,,,
415,0,"Geändert hat sich nichts, und wird sich auch nichts, so lange diese Regierung im Amt ist.",,,,,,,,,,,,
416,1,"Prävention ...würde das Abschieben besser fluschen, könnte man schon sehr, sehr viele Menschenleben gerettet haben.",,,,,,,,,,,,
417,1,"Die beste Verteidigung ist wohl ganz offensichtlich die, sich als Frau nicht mit solchen Ethnien einzulassen.",,,,,,,,,,,,,
418,0,"Warum tun wir das, warum sind wir so unsäglich dumm?",,,,,,,,,,,,,
419,0,"Anwälte die es lieben Verbrecher zu schützen, ich weiß!",,,,,,,,,,,,,
420,0,"Grüne und Rote Politikerinnen, die jedem eine zweite, dritte und vierzehnte Chance geben wollen, ich weiß!",,,,,,,,,,,
421,0,dem rechtschaffenden deutschen,,,,,,,,,,,,,,
422,0,"Der hat mindestens das Potential zum abslouten Schwerverbrecher. Warum ist dieser Mensch hier in Deutschland geduldet? Gesetze, ich weiß! Politische Korrektheit, ich weiß! Anwälte die es lieben Verbrecher zu schützen, ich weiß! Grüne und Rote Politikerinnen, die jedem eine zweite, dritte und vierzehnte Chance geben wollen, ich weiß! Wir tun dem rechtschaffenden deutschen, wie auch immer der aussieht und egal wo er herkommt unrecht. Wir schützen die die uns verletzen, die die unser Recht missachten, die uns mitleidig belächeln, die keinen Respekt vor Autoritäten wie z.B. Polizei haben, die die uns den religiösen Krieg versprochen haben.",,,
423,1,"Und unsere Roten, Grünen, Linken verhindern eine Abschiebung weil die Magrebstaaten nicht als sichere Herkunftsländer anerkannt werden. Die müssten doch sicher sein, die Kriminellen haben wir doch jetzt hier.",,,,,,,,,,,
424,0,"Diese Parteien und jene, die dieses Verhalten auch noch gutheißen sind hier definitiv mitschuldig. Länder wo deutsche Urlauber den Urlaub verbringen, als unsicher zu sehen und die notwendigen Abschiebungen zu verhindern ist verantwortslos.",,,,,,,,,,,,
425,0,"Wir bekommen hier Nordafrikanische Straftäter, die sich als Flüchtlinge ausgeben...",,,,,,,,,,,,,
426,0,Die moralischen Irrtümer der 68er und kein Ende Solange 85% der Bevölkerung sich standhaft weigern das Offensichtliche anzuerkennen wird sich nichts ändern.,,,,,,,,,,,,,,
427,0,"Der nächste Fall und nicht der Letzte Haben die Politiker, die das zu verantworten haben absolut kein Gewissen mehr und reden uns weiter ein, dass der Islam zu Deutschland gehört? Hier laufen Straftäter frei herum und es gibt ein kollektives Staatsversagen!",,,,,,,,,,,,
428,0,"Armes Deutschland Wo ist der Aufschrei der Grünen,Linken und der SPD,es sind nicht alle so,ich habe bei jeder Tötung oder Vergewaltigungen von diesen Parteien nicht gehört.Bei uns im sagt mann ,große Klappe und nicht dahinter.",,,,,,,,,,
429,1,Und immer wieder das selbe Klientel das Messer als Testwerkzeuge benutzen.,,,,,,,,,,,,,,
430,1,"Ich könnte mich ständig übergeben, schiebt ihn ab und wenn er bei der Ankunft verhaftet wird, PECH GEHABT !!! Hätte er keinen Mord begangen, könnte er bis in alle Ewigkeit in Dumm-Deutschland in Sicherheit leben. das hätt er mal bedenken sollen. Er soll seine Haftstrafe hier absitzen so 20-25 Jahre. Bei Entlassung rein in den Flieger und ab in SEINE Heimat.",,,,,,,,,,,
431,1,"Harte Zeiten Wir leben in harten Zeiten wo man jeden Tag damit rechnen muss von einem Ausländer, weil doch eine etwas andere Erziehung genossen, ein Messer abzubekommen.",,,,,,,,,,,,
432,0,"Grüne blockieren die Erklärung zu sicheren Herkunftsstaaten von Tunesien , Marokko und Algerien im Bunderat und verhindern somit die Abschiebung dieser Illegalen Nordafrikaner und machen sich damit mitschuldig an einer weiteren Ermordung einer Deutschen .",,,,,,,,,,,,,
433,0,"Vermutlich tötete der Mann die Frau, damit er in Deutschland bleiben kann.",,,,,,,,,,,,,
434,1,"Und außerdem: ich wiederhole meine Forderung, dass mehrfach straffällige Ausländer, wie ja auch wieder mal in diesem Fall, SOFORT ausgewiesen werden.",,,,,,,,,,,
435,1,Im nächsten Moment möchte man das diese Politik sofort vom Dienst suspendiert wird und die Verantortlichen eine gerecht Strafe antreten.,,,,,,,,,,,,,,
436,0,Strolchen,,,,,,,,,,,,,,
437,0,"Immer wieder und die Politik verschließt die Augen Frau Merkel ist kinderlos, man kann also nicht erwarten, daß sie ungefähr mitfühlen kann, was Eltern und Angehörige jetzt und zuvor bereits vielfach durchgemacht haben.",,,,,,,,,,,
438,1,"Täter sollte abgeschoben werden.. Muss man noch mehr sagen. Herkunft Tunesien, sollte abgeschoben werden, haben wir mal wieder nicht geschafft.",,,,,,,,,,,,
439,0,Im Fall Rebecca ist der Verdächtige Deutsche kurz nach dem Verschwinden mit Foto in der Presse bloßgestellt worden. Der kriminelle Tuneier wird nicht gezeigt. Warum eigentlich nicht? Gilt für illegale Kriminelle ein anderes Recht in Deutschland oder halten da einige Politiker in Behördenleiterfünktion ihre Hand schützend darüber?,,,,,,,,,,,,,,
440,0,"Und weil keine der etablierten Parteien dieses Thema anpackt, muss man schon von Absicht oder zumindest Gleichgültigkeit ausgehen.",,,,,,,,,,,,,
441,1,Quotenfrauen aus der Politik,,,,,,,,,,,,,,
442,0,Relativierer,,,,,,,,,,,,,,
443,0,Andersrum versteckt man die Unterdrückung der Frau hinter der Religion!! Die lachen uns alle aus!! Ganz nach dem Motto: ich mache mir die Welt wie sie mir gefällt!!,,,,,,,,,,,,,,
444,0,Eine Reduktion zu wünschen wäre bei dieser Regierung naiv.,,,,,,,,,,,,,,
445,0,Wo melden sich die Pro Asyl Gutmenschen - kein Sterbenswörtchen von ihnen.,,,,,,,,,,,,,,
446,1,Aber heute sind ja andere Kulturen aktuell Ehre usw nach mittelalterlichem Rechtsempfinden,,,,,,,,,,,,,,
447,0,sogenannten Asylsuchenden,,,,,,,,,,,,,,
448,0,"Rubrik Panorama, aus aller Welt! Wie so häufig in letzter Zeit, findet man im Focus die Artikel über Mord, Vergewaltigung etc., verübt von sogenannten Asylsuchenden, versteckt in der Rubrik ""Panorama, aus aller Welt"". Glaubt Focus wirklich, dass dort der richtige Platz dafür ist? Diese furchtbare Taten passieren mitten in Deutschland! Ist das noch ehrlicher Journalismus?",,,,,,,
449,0,"In Orndung, aber ... ... was ist mit den 87% ihrer Mitbuerger, die die CDUSPDFDPLINKEGRUENE Einheitspartei waehlen, die ausser ""Weiter So!"" nichts drauf haben?",,,,,,,,,,,
450,0,Wie bescheuert handeln die Verantwortlichen in Deutschland.,,,,,,,,,,,,,,
451,0,Macht solche Gesetze wie in Italien.,,,,,,,,,,,,,,
452,1,Ändert die Gesetze und schmeißt das Verbrecherpak aus Deutschland raus.Vorallendingen macht die Grenzen dicht und verhindert weiteren ZUzug von Kriminellen.,,,,,,,,,,,,,,
453,0,"Das Für Rot Grün Rot , NGOs und Kirchen alles Richtig läuft in Deutschland. Und dabei noch den Platzbedarfvergleich Deutsch/Migranten zu nehmen ist schon frech !",,,,,,,,,,,,,
454,0,Schlimmer und massiver kann man die eigene Bevölkerung seitens der Politik nicht mehr verachten.,,,,,,,,,,,,,,
455,0,"Denn in den Städten wird es dank der verantwortungslosen Politik der offenen Grenzen und der Tatsache, dass aus Deutschland nicht einmal Kriminelle mehr konsequent abgeschoben werden, immer unsicherer...",,,,,,,,,,,,
456,0,"Was vergessen Was ist das denn für ein rassistisches Bild über dem Artikel, da ist ja kein noch nicht solange hier Lebender mit drauf. Schämt euch Focus, ich bin entsetzt.",,,,,,,,,,,,
457,0,Ich wollte auch gerade schreiben Wieviel der neu zugezogenen Mitbürger können sich selbst ernähren? Wieviel Prozent davon liegt nicht dem Deutschen Staat auf der Tasche? Finde den Fehler....,,,,,,,,,,,,,,
458,0,Dass in Deutschland der Irrsinn regiert - und dass die Wähler es anscheinend so gewollt haben.,,,,,,,,,,,,,,
460,0,"Aber die Politik will uns weißmachen, dass die bösen Kapitalisten an allem schuld sind.",,,,,,,,,,,,,
461,1,"Trends Der Trend geht wahrscheinlich noch weiter: In 20 Jahren braucht man dann auf dem Land wirksame Distanzgeräte, um die Plünderer aus den Städten von den Tomaten fernzuhalten",,,,,,,,,,,,,
462,0,"DAss Ausländer fleißiger sind und besser bezahlte Arbeit haben? Oder dass sie keine so hohen Ansprüche haben sondern auch zu zweit mit 50 qm zufrieden sind, wärend das für einen Deutschen ja unzumutbar ist (selbst bei Harzt IV stehen einem ja 60 qm zu, warumsoll ich mit weniger zufrieden sein?).",,,,,,,,,,,,
463,0,Die Ergebnisse überraschen nicht. Zumindest nicht den Normaldenkenden. Politiker eventuell.,,,,,,,,,,,,,,
464,1,"Fachkräfte aus dem Ausland Dass sich diese Mär von den Fachkräften immer noch halten kann und auch immer noch benutzt wird, ist mir wirklich ein Rätsel. So etwas funktioniert auch nur in Deutschland. Der wahre Grund, wieso Familien mit ihren Kindern ins Umland ziehen, sind vermutlich genau jene Fachkräfte, die sich gerne in Städten tummeln.",,,,,,,,,,
465,0,"Wer am Abend auch mal spazieren gehen will ohne betrunkenen Gruppen von ""Männern™"" mit Messern zu begegnen, der zieht aufs Land.",,,,,,,,,,,,,
466,0,"Nebenjob..... in Großstädten bekommt man viel leichter einen Nebenjob, sagen wir als Gärtner. Zum Beispiel Gras verkaufen.",,,,,,,,,,,,,
467,0,"Wer will schon in unmittelbarer Nachbarschaft mit No-Go-Areas leben, in denen Diebstähle, Raubtaten, Drogenhandel, Schlägereien, Messerstechereien, Frauenbelästigungen zum Alltag gehören?",,,,,,,,
468,0,"Soll Deutschland bald eine Milliarde Menschen beherbergen, oder was ist das denn für eine dumme Politik!",,,,,,,,,,,,,
469,0,Unserer Geld Die Zuwanderer bezahlen diesen überteuerten Wohnraum nicht sondern wir die ehrlichen Steuerzahler müssen über die Kommunen und Gemeinden die Gier der Vermieter bezahlen.,,,,,,,,,,,,,,
470,0,Nur unfähige Angestellte und Beamten in den Behörden machen unsere Mittelschicht durch ihre Inkompetenz kaputt.,,,,,,,,,,,,,,
471,1,"Aber auch die Alteingesessenen werden durch Verdrängung wegziehen müssen. Und ich hoffe, es trifft dann auch Journalisten und Politiker.",,,,,,,,,,,,,
473,0,Hinzu kommt das die Schulen auf dem Land mittlerweile besser sind,,,,,,,,,,,,,,
474,0,"Gerade junge Familien leben in Saus und Braus, dickes Auto (meist 2), große Wohnung, kostspieliger Urlaub, technisch ausgerüstet bis zum Anschlag vom Thermomix bis quadratmetergroßem TV ... oftmals wird, dank 0% Zinsangebot auch noch ""auf Pump gekauft"".",,,,,,,,,
475,0,Auf dem Land sind die Schulen besser das Leistungsniveau ist höher da mehr Kinder Deutsch als Muttersprache sprechen.,,,,,,,,,,,,,,
476,1,Syrien muss aufgebaut werden liebe Migranten!,,,,,,,,,,,,,,
477,0,"Danke für die Berichterstattung Im ÖR wird über so etwas nicht berichtet, denn offenbar wird dort nur das als relevant betrachtet, was Frau Merkel als wichtig empfindet.",,,,,,,,,,,,
478,1,Warum muß der deutscher Steuerzahler da für einen ausländischen Mörder bezahlen? Mir fehlt jedes Verständnis für so einen Menschen. Man sollte ihn für immer wegsperren!,,,,,,,,,,,,,,
479,0,Warum um alles in der Welt kann man den Streit nicht ausdiskutieren? Warum gleich der schnelle Griff zum Messer? Warum ist das Messer überhaupt dabei? Wir Westeuropäer werden diese Kultur nie und nimmer verstehen.,,,,,,,,,,,,,,
480,0,"Sein Opfer hat die Begegnung mit dem Leben bezahlt, die Menschen die gegen Merkels Asylkurs auf die Straße gehen sind alle Nazis und Printmedien und Staatsfernsehen verkünden in einer endlos Schleife, wie froh wir deutschen doch sind jährlich über 100 Milliarden nur für Asylanten und deren Familien zahlen zu dürfen.",,,,,,,,,,,,
481,0,"Und wer bezahlt den (potentiellen) Mörder? Natürlich, und wie wie immer bei diesen Gästen, die Steuerzahler.",,,,,,,,,,,,
482,0,"solche angeblichen Star-Anwälte , die kann sich hier kein Normalo leisten. Da muss man schon aus dem Ausland kommen und voll umfänglich vom detutschem Steuerzahler subventioniert werden.",,,,,,,,,,,,,
483,0,Aber die letzten beiden Absätze stehen in meinem Augen für das pure Framing! Ohne Worte lieber Focusredakteur!!!,,,,,,,,,,,,,,
484,0,"es waere interessant zu wissen, wer bezahlt eigentlich die schnell auszutauschenden Rechtsanwaelte dieses Migranten??? doch nicht etwa der naive Steuerzahler...",,,,,,,,,,,,,
485,0,"Wer flüstert diesem Typ ein ,was der hier alles fordern kann ? Es ist unfassbar ,wie wir hier von der Flüchtlingslobby vorgeführt werden.",,,,,,,,,,,,
486,0,"Lieber Focus, erklärt doch mal der dummen Allgemeinheit und den Steuerzahlern, wie der sich einen 2. Anwalt leisten kann?",,,,,,,,,,,,
487,0,"So sind sie Sie bezeichnen sich als Flüchtlinge, kommen dann hierher und begehen eine Straftat (Mord). Dann aber auch noch dreißt den Pflichtverteidiger auswechseln lassen, nur weil er mit ihm nicht zufrieden ist, ist ein Schlag ins Gesicht. Schlimmer noch: Seine Spielchen dürfen wir als dummer Steuerzahler auch noch berappen.",,,,,,,,,,,
488,0,Schlimmer noch: Seine Spielchen dürfen wir als dummer Steuerzahler auch noch berappen.,,,,,,,,,,,,,,
489,0,"Aufdeckungsjournalisten werden meist nur noch aktiv, wenn sie irgendwo in irgendeiner Hotelküche etwas Schmutz finden, die wirklich relevanten und für den Bürger wichtigen Skandale aufzudecken, da traut sich keiner ran.",,,,,,,,,,,
490,0,Kann mir jemand bitte erklären wo der Angeklagte das Geld dafür herhat und hat irgendeine Behörde dies mal überprüft inwieweit dieses Geld aus legalen Quellen kommt?,,,,,,,,,,,,,,
491,0,"Das geht ratzfatz, da stellt die irakische Botschaft in Deutschland Laissez-Passer-Dokumente aus und schon können sie zurück flüchten. Auch gern auf andere Namen als in Deutschland angegeben.",,,,,,,,,,,,,
492,1,"Vermeidung Das würde alles nicht passieren, wenn man ausreisepflichtige Asylbewerber nach Erteilung des negativen Asylbescheids sofort in ein geschlossenes Abschieblager verbringen würde. Ist der Gutste denn nun wirklich Richtung Heimat abtransportiert worden. Wohl wieder ein Wirtschaftsmigrant.",,,,,,,,,,,,,
493,1,"Wer hier Widerstand leistet, in diesem Fall auch noch bewaffnet, muss mit der Durchsetzung der Abschiebung rechnen, auch wenn er dabei verletzt wird. Wenn die gesetzlichen Wege beschritten wurden und die Abschiebung rechtskräftig war, ist das der einzige Weg.",,,,,,,,,,
494,0,"Sicher sind natürlich wieder ein paar unverbesserliche GRÜNE und LINKE anderer Meinung, aber die interessiert hier kein Mensch.",,,,,,,,,,,,,
495,1,Was wird nun aus diesem Migranten? Er wird jetzt wieder auf unsere Kosten aufgepäppelt und bekommt dann bestimmt eine Duldung. Vielleicht verklagt er ja noch mit einem entsprechenden Verteidiger den Beamten auf Schmerzensgeld. Richtig wäre Verband anlegen und Abschiebung jetzt erst recht!,,,,,,,,,,,,,,
496,0,"Tja und schon hat der Senegalese sein Ziel erreicht, er kann bleiben und wird auch noch gesund gepflegt.",,,,,,,,,,,,,
497,1,"Abschiebung erfolgreich verhindert wenn das so weiter geht, dann sollte man lieber sämtliche Probanden, welche abgeschoben werden sollen, einige Zeit vor dem Abflug in Gewahrsam nehmen, um dieses zu verhindern.",,,,,,,,,,
498,0,"Und schon.. hat er sein Ziel erreicht, und kann für immer und ewig dem Steuerzahler auf der Tasche liegen.",,,,,,,,,,,,,
499,0,Bananenrepublik,,,,,,,,,,,,,,
500,0,Jetzt schon gar nicht mehr weil der heilsbringende Sozi ja noch mehr Taschengeld verspricht.,,,,,,,,,,,,,,
501,0,"Jetzt lässt er sich im Krankenhaus nochmal richtig schön verwöhnen, um dann unterzutauchen und mit neuer Identität wieder aufzutauchen.",,,,,,,,,,,,,
502,1,Jeder Abschiebende sollte in Haft vorher untersucht werden und dann abgeschoben werden. Keine Ausnahmen mehr.,,,,,,,,,,,,,,
503,1,Haft nach Ausreisepflicht! Jeder der illegal hier ist und eine Ausreisepflicht hat muss in Abschiebehaft genommen werden. Selbstverständlich dauert diese solange bis der Illegale Einwanderer außer Landes ist.,,,,,,,,,,,,,,
504,1,"Nicht ins Land lassen wäre die beste Alternative, bzw. sofortige Abschiebung.",,,,,,,,,,,,,
505,0,"Kann man sich vorstellen, dass dieser gewaltbereite Mann seine Gewaltbereitschaft abgelegt hätte, wenn er in Deutschland bleiben könnte ? Ich glaube: eher nein.",,,,,,,,,,,,
506,1,"Warum lernen die verantwortlichen nicht, das nicht geduldete bis zu ihrer Abschiebung weggesperrt gehören.",,,,,,,,,,,,,
507,1,"Tasern Die Polizisten sollten mit Tasern (Elektroschockern) ausgestattet werden. Im Notfall tasern. 10 Min. warten, dann ist das Paket bereit um zurück geschickt zu werden.",,,,,,,,,,,,,
508,0,"Solche Gewaltbereiten ""Schutzsuchende"" brauchen wir absolut nicht.",,,,,,,,,,,,,,
509,0,Die versuchen ihre Arbeit zu machen und werden von der Politik als unfähige Clowns vorgeführt. Weil man nicht will das Abschiebungen wirklich funktionieren!,,,,,,,,,,,,,,
510,1,"Jeder, dessen Antrag abgelehnt wurde, sollte in Abschiebehaft gebracht werden. Sie sind zudem auf Messer und andere Waffen zu untersuchen.",,,,,,,,,,,,
511,0,Aber sicher wird er längst frei sein und seinen kriminellen Geschäften nachgehen.,,,,,,,,,,,,,,
512,0,Sicher taucht er dann unter.,,,,,,,,,,,,,,
513,0,In der heutigen Zeit ist die Sprache der Medien im besten Fall nur anzatzweise klar und verständlich. Man sollte es vmtl. so verstehen wie sie es gelesen haben! Das ist der kleine Unterschied zwischen Lüge und ——verschwurbelter —-Wahrheit!!,,,,,,,,,,,,,,
514,0,"Auch Frau Merkel lies sich da instrumentalisieren und sprach vom *Videobeweisen*. ( Plural ) Ein abgekartetes Spiel wurde hier zur ""Regierungskrise"" aufgeblasen. So konnte man von den eigentlichen Ereignissen erfolgreich ablenken.",,,,,,,,,,,,,,
515,0,"Man kann den hassen, der einem etwas schreckliches angetan hat, aber nicht seine Familie oder gar sein Volk. Aber man kann fragen, wieviele Verbrechen hätten verhindert werden können, wenn der Staat die Welle der Migranten geordnet hätte, so wie die Menschen hier im Land das eigentlich erwartet hatten.",,,,,,,,,
516,0,"Denn selbst wenn große Teile der Politik und Medien direkt nach dem Mord und den Protesten in Chemnitz bereits von der ""Gau Sachsen"" fabuliert und damit ganz Sachsen in die braune Ecke gestellt haben; es war ein Mord, und damit ein Verbrechen wie jeder andere Mord auch.",,,,,,,,,,,,,
518,0,Der Focus sollte diesen Unterschied ebenfalls machen. Andernfalls entsteht der Eindruck Tendenzen in der politischen Meinungensbildung zu unterstützen zu wollen.,,,,,,,,,,,,,,
519,0,Legenden es wird weiter seitens der Medien an der Chemnitz Legende gestrickt.,,,,,,,,,,,,,,
520,0,"Ricarda Lang Woher hat ein sog.""Flüchtling"" das Geld sich eine weitere ""renommierte"" Anwälting neben dem Pflichtverteidiger zu leisten?",,,,,,,,,,,,,,
521,0,"Insgesamt täuscht die Tötung nicht darüber hinweg, dass es sich vermutlich um einen Flüchtling handelt, der sich immer mit einem Messer bewaffnete. Wenn man der Sprache nicht mächtig ist wehrt man sich mit einer Stichwaffe? Wird das zur Normaltät?",,,,,,,,,,,,
522,0,"Löst aber leider auch nicht eines der Eingewanderten Probleme, 2015 war und ist ein fataler Fehler und komplettes Versagen unserer ELITE auf ganzer Linie!",,,,,,,,,,,,,
523,1,"Missgünstige Gefühle gehören denen, die a) sich nicht einfügen wollen, b) Menschen, die sich Politiker schimpfen, horrende Gelder kassieren und im wirklich glücklichsten Fall besser nichts machen... Gefährlich wird es bei denen eigentlich immer, wenn sie mal ne Blitz-Idee, manche nennen das auch Schlaganfall, haben.",,,,,,,
524,0,"Interpretationsjournalismus? ...ganau das, was Löw deutschen Medien vorwirft, das geschieht hier im Focus, wo investigaziv ei n NoGo ist. Es wird der Eindruck erweckt, dass die AfD und Rechte Scxhuld an Hitlergrüssen und Polizistenverprügeln haben, dabei wird unter den Tisch fallen gelassen, dass Linke die Polizei bedrohten bzw. Hitlergruss zeigten.",,,,,,,,
525,0,"War eigentlich Merkel War eigentlich Merkel bei ihrem letzten Besuch in Chemnitz an der Tatstelloe, um Blumen abzulegen.??Ich wette nein.",,,,,,,,,,,,,
526,0,"Und nach dem 2. Täter wird hetzt im Irak gefahndet; der arme verfolgte ""Schutzbedürftige"" Flüchtling hat DEU verlassen und ist in der Heimat wohl unter getaucht- ohne Schwierigkeiten an den Grenzen.",,,,,,,,,,,,,,
527,0,"Eine solche Fahndungspanne wundert mich irgendwie überhaupt nicht, liegt doch die Kernkompetenz der Deutschen Polizei mehrheitlich auf dem Parkraummanagement und der Geschwindigkeitsmessung. Das ist richtig perfektioniert und technisch exzellent ausgestattet.",,,,,,,,,,,,,
528,0,"Wieviel Ehrliche Meinung hier erlaubt ist,sieht man an den hier zugelassenen Kommentaren.",,,,,,,,,,,,,
529,1,Der bzw. die mutmaßlichen Täter sollen mit aller Härte bestraft werden und sich nicht von unserer Kuscheljustiz verwöhnen lassen.,,,,,,,,,,,,,,
530,0,Kuscheljustiz,,,,,,,,,,,,,,
531,0,"Manche machen wirklich alles fuer Geld, in diesem Fall auch fuer Prestige, einfach ekelhaft.",,,,,,,,,,,,
532,0,"Nach allem was man über Daniel bzw seine Familie gehört hat, war er kein Freund der Rechten, die versucht haben, ihn posthum vor ihren bräunlichen Karren zu spannen.",,,,,,,,,,,
533,0,"Erstaunlich nüchtern Der Aufmacher ist Populismus, die Aussagen der Mutter dagegen human und verantwortungsbewusst, wie man es kaum in ihrem Leid erwarten darf.",,,,,,,,,,,,
534,0,"Und warum respektiert man das nicht sondern bringt so wie der Focus Artikel die man schlicht als ""Meinungsmache"" bezeichnen kann?",,,,,,,,,,,,,,
535,1,Und verwahrt sich gegen Instrumentalisierung durch Rechte. Denn die wollen aus dem Mord nur Profit für ihre rassistischen Anschauungen ziehen. Wie Geier.,,,,,,,,,,,,,,
536,0,Oder sind rechte Parolen grölen und Hitlergruß zeigen normal bei einem sogenannten Trauermarsch? Das ist doch erbärmlich.,,,,,,,,,,,,,,
537,1,"Hass wäre die falsche Richtung Aber ich würde den Täter hassen, wenn er mein Kind umgebracht hätte und wünschen, eine halbe Stunde mit ihm allein in einem Raum zu sein.",,,,,,,,,,,,
538,1,"Aber den Hass auf kriminelle, Messerstechende oder vergewaltigende Migranten, den nimmt mir keiner, auch kein Gericht.",,,,,,,,,,,
539,0,"Zurück zu dem Prozess gegen den mutmaßlichen Mörder , wer zahlt eigentlich diesen Wahlanwalt oder Anwältin , vermutlich doch eine der NGOs , vielleicht sogar wir Steuerzahler.Kann man nur hoffen dass es Rechtsvertreter und nicht Rechtsverdreher sind .",,,,,,,,,,,
